2025-08-24 03:40:04,024 - INFO - Discovering OSS-Fuzz projects...
2025-08-24 03:40:59,733 - INFO - Running compliance checks on all projects...
2025-08-24 03:40:59,733 - INFO - Checking compliance for model-transparency...
2025-08-24 03:40:59,735 - INFO - Compliance check passed for model-transparency
2025-08-24 03:40:59,736 - INFO - Checking compliance for g-api-python-tasks...
2025-08-24 03:40:59,736 - WARNING - Missing Google copyright header: projects\g-api-python-tasks\fuzz_cloudtask_client.py
2025-08-24 03:40:59,737 - ERROR - Compliance check failed for g-api-python-tasks
2025-08-24 03:40:59,737 - INFO - Checking compliance for abseil-cpp...
2025-08-24 03:40:59,738 - INFO - Compliance check passed for abseil-cpp
2025-08-24 03:40:59,738 - INFO - Checking compliance for abseil-py...
2025-08-24 03:40:59,738 - WARNING - Missing Google copyright header: projects\abseil-py\fuzz_argparse.py
2025-08-24 03:40:59,739 - ERROR - Compliance check failed for abseil-py
2025-08-24 03:40:59,740 - INFO - Checking compliance for ada-url...
2025-08-24 03:40:59,740 - INFO - Compliance check passed for ada-url
2025-08-24 03:40:59,741 - INFO - Checking compliance for adal...
2025-08-24 03:40:59,741 - WARNING - Missing Google copyright header: projects\adal\fuzz_util.py
2025-08-24 03:40:59,742 - WARNING - Missing Google copyright header: projects\adal\fuzz_xmlutil.py
2025-08-24 03:40:59,743 - ERROR - Compliance check failed for adal
2025-08-24 03:40:59,743 - INFO - Checking compliance for aiohttp...
2025-08-24 03:40:59,745 - WARNING - Missing Google copyright header: projects\aiohttp\fuzz_http_parser.py
2025-08-24 03:40:59,746 - WARNING - Missing Google copyright header: projects\aiohttp\fuzz_http_payload_parser.py
2025-08-24 03:40:59,746 - WARNING - Missing Google copyright header: projects\aiohttp\fuzz_multipart.py
2025-08-24 03:40:59,747 - WARNING - Missing Google copyright header: projects\aiohttp\fuzz_payload_url.py
2025-08-24 03:40:59,747 - WARNING - Missing Google copyright header: projects\aiohttp\fuzz_web_request.py
2025-08-24 03:40:59,748 - ERROR - Compliance check failed for aiohttp
2025-08-24 03:40:59,749 - INFO - Checking compliance for airflow...
2025-08-24 03:40:59,749 - WARNING - Missing Google copyright header: projects\airflow\dag_fuzz.py
2025-08-24 03:40:59,750 - ERROR - Compliance check failed for airflow
2025-08-24 03:40:59,750 - INFO - Checking compliance for alembic...
2025-08-24 03:40:59,751 - INFO - Compliance check passed for alembic
2025-08-24 03:40:59,751 - INFO - Checking compliance for ampproject...
2025-08-24 03:40:59,751 - INFO - Compliance check passed for ampproject
2025-08-24 03:40:59,751 - INFO - Checking compliance for angle...
2025-08-24 03:40:59,752 - INFO - Compliance check passed for angle
2025-08-24 03:40:59,752 - INFO - Checking compliance for angular...
2025-08-24 03:40:59,753 - WARNING - Missing Google copyright header: projects\angular\compiler\fuzz_tests\fuzz_parser.js
2025-08-24 03:40:59,753 - WARNING - Missing Google copyright header: projects\angular\compiler\fuzz_tests\fuzz_parse_template.js
2025-08-24 03:40:59,754 - ERROR - Compliance check failed for angular
2025-08-24 03:40:59,754 - INFO - Checking compliance for angus-mail...
2025-08-24 03:40:59,755 - INFO - Compliance check passed for angus-mail
2025-08-24 03:40:59,755 - INFO - Checking compliance for aniso8601...
2025-08-24 03:40:59,755 - WARNING - Missing Google copyright header: projects\aniso8601\fuzz_aniso8601.py
2025-08-24 03:40:59,756 - ERROR - Compliance check failed for aniso8601
2025-08-24 03:40:59,756 - INFO - Checking compliance for ansible...
2025-08-24 03:40:59,756 - WARNING - Missing Google copyright header: projects\ansible\fuzz_encrypt.py
2025-08-24 03:40:59,757 - WARNING - Missing Google copyright header: projects\ansible\fuzz_parse.py
2025-08-24 03:40:59,757 - WARNING - Missing Google copyright header: projects\ansible\fuzz_task.py
2025-08-24 03:40:59,757 - ERROR - Compliance check failed for ansible
2025-08-24 03:40:59,757 - INFO - Checking compliance for antlr3-java...
2025-08-24 03:40:59,758 - INFO - Compliance check passed for antlr3-java
2025-08-24 03:40:59,758 - INFO - Checking compliance for antlr4-java...
2025-08-24 03:40:59,759 - INFO - Compliance check passed for antlr4-java
2025-08-24 03:40:59,759 - INFO - Checking compliance for apache-axis2...
2025-08-24 03:40:59,764 - INFO - Compliance check passed for apache-axis2
2025-08-24 03:40:59,764 - INFO - Checking compliance for apache-commons-bcel...
2025-08-24 03:40:59,770 - INFO - Compliance check passed for apache-commons-bcel
2025-08-24 03:40:59,770 - INFO - Checking compliance for apache-commons-beanutils...
2025-08-24 03:40:59,773 - INFO - Compliance check passed for apache-commons-beanutils
2025-08-24 03:40:59,773 - INFO - Checking compliance for apache-commons-cli...
2025-08-24 03:40:59,774 - INFO - Compliance check passed for apache-commons-cli
2025-08-24 03:40:59,775 - INFO - Checking compliance for apache-commons-codec...
2025-08-24 03:40:59,775 - INFO - Compliance check passed for apache-commons-codec
2025-08-24 03:40:59,775 - INFO - Checking compliance for apache-commons-collections...
2025-08-24 03:40:59,776 - INFO - Compliance check passed for apache-commons-collections
2025-08-24 03:40:59,776 - INFO - Checking compliance for apache-commons-compress...
2025-08-24 03:40:59,778 - INFO - Compliance check passed for apache-commons-compress
2025-08-24 03:40:59,779 - INFO - Checking compliance for apache-commons-configuration...
2025-08-24 03:40:59,779 - INFO - Compliance check passed for apache-commons-configuration
2025-08-24 03:40:59,779 - INFO - Checking compliance for apache-commons-csv...
2025-08-24 03:40:59,780 - INFO - Compliance check passed for apache-commons-csv
2025-08-24 03:40:59,780 - INFO - Checking compliance for apache-commons-fileupload...
2025-08-24 03:40:59,783 - INFO - Compliance check passed for apache-commons-fileupload
2025-08-24 03:40:59,783 - INFO - Checking compliance for apache-commons-geometry...
2025-08-24 03:40:59,783 - INFO - Compliance check passed for apache-commons-geometry
2025-08-24 03:40:59,784 - INFO - Checking compliance for apache-commons-imaging...
2025-08-24 03:40:59,784 - INFO - Compliance check passed for apache-commons-imaging
2025-08-24 03:40:59,784 - INFO - Checking compliance for apache-commons-io...
2025-08-24 03:40:59,785 - INFO - Compliance check passed for apache-commons-io
2025-08-24 03:40:59,785 - INFO - Checking compliance for apache-commons-jxpath...
2025-08-24 03:40:59,786 - INFO - Compliance check passed for apache-commons-jxpath
2025-08-24 03:40:59,786 - INFO - Checking compliance for apache-commons-lang...
2025-08-24 03:40:59,787 - INFO - Compliance check passed for apache-commons-lang
2025-08-24 03:40:59,787 - INFO - Checking compliance for apache-commons-logging...
2025-08-24 03:40:59,788 - INFO - Compliance check passed for apache-commons-logging
2025-08-24 03:40:59,788 - INFO - Checking compliance for apache-commons-math...
2025-08-24 03:40:59,790 - INFO - Compliance check passed for apache-commons-math
2025-08-24 03:40:59,790 - INFO - Checking compliance for apache-commons-net...
2025-08-24 03:40:59,793 - INFO - Compliance check passed for apache-commons-net
2025-08-24 03:40:59,793 - INFO - Checking compliance for apache-commons-text...
2025-08-24 03:40:59,799 - INFO - Compliance check passed for apache-commons-text
2025-08-24 03:40:59,799 - INFO - Checking compliance for apache-commons-validator...
2025-08-24 03:40:59,800 - INFO - Compliance check passed for apache-commons-validator
2025-08-24 03:40:59,800 - INFO - Checking compliance for apache-cxf...
2025-08-24 03:40:59,803 - INFO - Compliance check passed for apache-cxf
2025-08-24 03:40:59,803 - INFO - Checking compliance for apache-doris...
2025-08-24 03:40:59,804 - INFO - Compliance check passed for apache-doris
2025-08-24 03:40:59,805 - INFO - Checking compliance for apache-felix-dev...
2025-08-24 03:40:59,805 - INFO - Compliance check passed for apache-felix-dev
2025-08-24 03:40:59,805 - INFO - Checking compliance for apache-httpd...
2025-08-24 03:40:59,806 - INFO - Compliance check passed for apache-httpd
2025-08-24 03:40:59,806 - INFO - Checking compliance for apache-logging-log4cxx...
2025-08-24 03:40:59,807 - INFO - Compliance check passed for apache-logging-log4cxx
2025-08-24 03:40:59,807 - INFO - Checking compliance for apache-poi...
2025-08-24 03:40:59,809 - INFO - Compliance check passed for apache-poi
2025-08-24 03:40:59,809 - INFO - Checking compliance for aptos-core...
2025-08-24 03:40:59,810 - INFO - Compliance check passed for aptos-core
2025-08-24 03:40:59,811 - INFO - Checking compliance for archaius-core...
2025-08-24 03:40:59,811 - INFO - Compliance check passed for archaius-core
2025-08-24 03:40:59,811 - INFO - Checking compliance for arduinojson...
2025-08-24 03:40:59,812 - INFO - Compliance check passed for arduinojson
2025-08-24 03:40:59,812 - INFO - Checking compliance for argcomplete...
2025-08-24 03:40:59,813 - WARNING - Missing Google copyright header: projects\argcomplete\fuzz_shlex.py
2025-08-24 03:40:59,813 - ERROR - Compliance check failed for argcomplete
2025-08-24 03:40:59,813 - INFO - Checking compliance for argo...
2025-08-24 03:40:59,814 - INFO - Compliance check passed for argo
2025-08-24 03:40:59,814 - INFO - Checking compliance for args...
2025-08-24 03:40:59,815 - INFO - Compliance check passed for args
2025-08-24 03:40:59,815 - INFO - Checking compliance for args4j...
2025-08-24 03:40:59,817 - INFO - Compliance check passed for args4j
2025-08-24 03:40:59,817 - INFO - Checking compliance for arrow...
2025-08-24 03:40:59,821 - INFO - Compliance check passed for arrow
2025-08-24 03:40:59,821 - INFO - Checking compliance for arrow-java...
2025-08-24 03:40:59,823 - INFO - Compliance check passed for arrow-java
2025-08-24 03:40:59,823 - INFO - Checking compliance for arrow-py...
2025-08-24 03:40:59,824 - WARNING - Missing Google copyright header: projects\arrow-py\fuzz_datetime.py
2025-08-24 03:40:59,824 - WARNING - Missing Google copyright header: projects\arrow-py\fuzz_tzinfo.py
2025-08-24 03:40:59,825 - ERROR - Compliance check failed for arrow-py
2025-08-24 03:40:59,825 - INFO - Checking compliance for askama...
2025-08-24 03:40:59,826 - INFO - Compliance check passed for askama
2025-08-24 03:40:59,827 - INFO - Checking compliance for asn1crypto...
2025-08-24 03:40:59,828 - WARNING - Missing Google copyright header: projects\asn1crypto\fuzz_parse.py
2025-08-24 03:40:59,829 - ERROR - Compliance check failed for asn1crypto
2025-08-24 03:40:59,829 - INFO - Checking compliance for aspectj...
2025-08-24 03:40:59,831 - INFO - Compliance check passed for aspectj
2025-08-24 03:40:59,832 - INFO - Checking compliance for aspell...
2025-08-24 03:40:59,832 - INFO - Compliance check passed for aspell
2025-08-24 03:40:59,832 - INFO - Checking compliance for assimp...
2025-08-24 03:40:59,834 - INFO - Compliance check passed for assimp
2025-08-24 03:40:59,834 - INFO - Checking compliance for astc-encoder...
2025-08-24 03:40:59,835 - INFO - Compliance check passed for astc-encoder
2025-08-24 03:40:59,835 - INFO - Checking compliance for asteval...
2025-08-24 03:40:59,835 - WARNING - Missing Google copyright header: projects\asteval\fuzz_eval.py
2025-08-24 03:40:59,836 - ERROR - Compliance check failed for asteval
2025-08-24 03:40:59,836 - INFO - Checking compliance for astro-compiler...
2025-08-24 03:40:59,837 - INFO - Compliance check passed for astro-compiler
2025-08-24 03:40:59,837 - INFO - Checking compliance for astroid...
2025-08-24 03:40:59,837 - WARNING - Missing Google copyright header: projects\astroid\fuzz_parse.py
2025-08-24 03:40:59,838 - ERROR - Compliance check failed for astroid
2025-08-24 03:40:59,838 - INFO - Checking compliance for asttokens...
2025-08-24 03:40:59,839 - WARNING - Missing Google copyright header: projects\asttokens\fuzz_asttokens.py
2025-08-24 03:40:59,839 - ERROR - Compliance check failed for asttokens
2025-08-24 03:40:59,839 - INFO - Checking compliance for async-http-client...
2025-08-24 03:40:59,846 - INFO - Compliance check passed for async-http-client
2025-08-24 03:40:59,846 - INFO - Checking compliance for atomic...
2025-08-24 03:40:59,847 - INFO - Compliance check passed for atomic
2025-08-24 03:40:59,847 - INFO - Checking compliance for attrs...
2025-08-24 03:40:59,848 - INFO - Compliance check passed for attrs
2025-08-24 03:40:59,849 - INFO - Checking compliance for augeas...
2025-08-24 03:40:59,849 - INFO - Compliance check passed for augeas
2025-08-24 03:40:59,850 - INFO - Checking compliance for autoflake...
2025-08-24 03:40:59,850 - WARNING - Missing Google copyright header: projects\autoflake\fuzz_fix_code.py
2025-08-24 03:40:59,850 - ERROR - Compliance check failed for autoflake
2025-08-24 03:40:59,851 - INFO - Checking compliance for autopep8...
2025-08-24 03:40:59,851 - WARNING - Missing Google copyright header: projects\autopep8\fuzz_fix_file.py
2025-08-24 03:40:59,851 - ERROR - Compliance check failed for autopep8
2025-08-24 03:40:59,851 - INFO - Checking compliance for avahi...
2025-08-24 03:40:59,852 - INFO - Compliance check passed for avahi
2025-08-24 03:40:59,852 - INFO - Checking compliance for avro...
2025-08-24 03:40:59,855 - INFO - Compliance check passed for avro
2025-08-24 03:40:59,855 - INFO - Checking compliance for azure-sdk-for-python...
2025-08-24 03:40:59,855 - WARNING - Missing Google copyright header: projects\azure-sdk-for-python\fuzz_mgmt_serialization.py
2025-08-24 03:40:59,856 - ERROR - Compliance check failed for azure-sdk-for-python
2025-08-24 03:40:59,856 - INFO - Checking compliance for babel...
2025-08-24 03:40:59,857 - WARNING - Missing Google copyright header: projects\babel\fuzz_lexer.py
2025-08-24 03:40:59,857 - WARNING - Missing Google copyright header: projects\babel\fuzz_profile.py
2025-08-24 03:40:59,858 - ERROR - Compliance check failed for babel
2025-08-24 03:40:59,858 - INFO - Checking compliance for bad_example...
2025-08-24 03:40:59,858 - INFO - Compliance check passed for bad_example
2025-08-24 03:40:59,858 - INFO - Checking compliance for bazel-rules-fuzzing-test...
2025-08-24 03:40:59,859 - INFO - Compliance check passed for bazel-rules-fuzzing-test
2025-08-24 03:40:59,859 - INFO - Checking compliance for bazel-rules-fuzzing-test-java...
2025-08-24 03:40:59,860 - INFO - Compliance check passed for bazel-rules-fuzzing-test-java
2025-08-24 03:40:59,860 - INFO - Checking compliance for bc-gh...
2025-08-24 03:40:59,862 - INFO - Compliance check passed for bc-gh
2025-08-24 03:40:59,862 - INFO - Checking compliance for bc-java...
2025-08-24 03:40:59,863 - INFO - Compliance check passed for bc-java
2025-08-24 03:40:59,863 - INFO - Checking compliance for bc-java-wycheproof...
2025-08-24 03:40:59,864 - INFO - Compliance check passed for bc-java-wycheproof
2025-08-24 03:40:59,864 - INFO - Checking compliance for bearssl...
2025-08-24 03:40:59,866 - INFO - Compliance check passed for bearssl
2025-08-24 03:40:59,867 - INFO - Checking compliance for behaviortreecpp...
2025-08-24 03:40:59,871 - INFO - Compliance check passed for behaviortreecpp
2025-08-24 03:40:59,871 - INFO - Checking compliance for bignum-fuzzer...
2025-08-24 03:40:59,872 - INFO - Compliance check passed for bignum-fuzzer
2025-08-24 03:40:59,873 - INFO - Checking compliance for bincode...
2025-08-24 03:40:59,873 - INFO - Compliance check passed for bincode
2025-08-24 03:40:59,873 - INFO - Checking compliance for bind9...
2025-08-24 03:40:59,876 - INFO - Compliance check passed for bind9
2025-08-24 03:40:59,876 - INFO - Checking compliance for binutils...
2025-08-24 03:40:59,877 - INFO - Compliance check passed for binutils
2025-08-24 03:40:59,877 - INFO - Checking compliance for bitcoin-core...
2025-08-24 03:40:59,878 - INFO - Compliance check passed for bitcoin-core
2025-08-24 03:40:59,878 - INFO - Checking compliance for black...
2025-08-24 03:40:59,879 - WARNING - Missing Google copyright header: projects\black\fuzz_format_filecontents.py
2025-08-24 03:40:59,880 - WARNING - Missing Google copyright header: projects\black\fuzz_lib2to3_parse.py
2025-08-24 03:40:59,880 - WARNING - Missing Google copyright header: projects\black\fuzz_raw_format_filecontents.py
2025-08-24 03:40:59,881 - ERROR - Compliance check failed for black
2025-08-24 03:40:59,881 - INFO - Checking compliance for blackfriday...
2025-08-24 03:40:59,882 - INFO - Compliance check passed for blackfriday
2025-08-24 03:40:59,882 - INFO - Checking compliance for bleach...
2025-08-24 03:40:59,883 - WARNING - Missing Google copyright header: projects\bleach\linkify_fuzzer.py
2025-08-24 03:40:59,883 - WARNING - Missing Google copyright header: projects\bleach\sanitize_fuzzer.py
2025-08-24 03:40:59,884 - ERROR - Compliance check failed for bleach
2025-08-24 03:40:59,884 - INFO - Checking compliance for bloaty...
2025-08-24 03:40:59,886 - INFO - Compliance check passed for bloaty
2025-08-24 03:40:59,886 - INFO - Checking compliance for bls-signatures...
2025-08-24 03:40:59,887 - INFO - Compliance check passed for bls-signatures
2025-08-24 03:40:59,888 - INFO - Checking compliance for bluez...
2025-08-24 03:40:59,889 - INFO - Compliance check passed for bluez
2025-08-24 03:40:59,889 - INFO - Checking compliance for boost...
2025-08-24 03:40:59,892 - INFO - Compliance check passed for boost
2025-08-24 03:40:59,892 - INFO - Checking compliance for boost-beast...
2025-08-24 03:40:59,895 - INFO - Compliance check passed for boost-beast
2025-08-24 03:40:59,895 - INFO - Checking compliance for boost-json...
2025-08-24 03:40:59,897 - INFO - Compliance check passed for boost-json
2025-08-24 03:40:59,897 - INFO - Checking compliance for boringssl...
2025-08-24 03:40:59,899 - INFO - Compliance check passed for boringssl
2025-08-24 03:40:59,899 - INFO - Checking compliance for botan...
2025-08-24 03:40:59,901 - INFO - Compliance check passed for botan
2025-08-24 03:40:59,902 - INFO - Checking compliance for botocore...
2025-08-24 03:40:59,902 - WARNING - Missing Google copyright header: projects\botocore\fuzz_serialization.py
2025-08-24 03:40:59,903 - ERROR - Compliance check failed for botocore
2025-08-24 03:40:59,903 - INFO - Checking compliance for bottleneck...
2025-08-24 03:40:59,904 - WARNING - Missing Google copyright header: projects\bottleneck\fuzz_bn.py
2025-08-24 03:40:59,905 - ERROR - Compliance check failed for bottleneck
2025-08-24 03:40:59,905 - INFO - Checking compliance for brotli...
2025-08-24 03:40:59,906 - INFO - Compliance check passed for brotli
2025-08-24 03:40:59,907 - INFO - Checking compliance for brotli-java...
2025-08-24 03:40:59,908 - INFO - Compliance check passed for brotli-java
2025-08-24 03:40:59,909 - INFO - Checking compliance for brpc...
2025-08-24 03:40:59,910 - INFO - Compliance check passed for brpc
2025-08-24 03:40:59,910 - INFO - Checking compliance for brunsli...
2025-08-24 03:40:59,912 - INFO - Compliance check passed for brunsli
2025-08-24 03:40:59,912 - INFO - Checking compliance for bs4...
2025-08-24 03:40:59,913 - WARNING - Missing Google copyright header: projects\bs4\bs4_fuzzer.py
2025-08-24 03:40:59,913 - ERROR - Compliance check failed for bs4
2025-08-24 03:40:59,913 - INFO - Checking compliance for bson-rust...
2025-08-24 03:40:59,914 - INFO - Compliance check passed for bson-rust
2025-08-24 03:40:59,914 - INFO - Checking compliance for burntsushi-toml...
2025-08-24 03:40:59,917 - INFO - Compliance check passed for burntsushi-toml
2025-08-24 03:40:59,917 - INFO - Checking compliance for bz2file...
2025-08-24 03:40:59,919 - WARNING - Missing Google copyright header: projects\bz2file\fuzz_bz2file.py
2025-08-24 03:40:59,921 - ERROR - Compliance check failed for bz2file
2025-08-24 03:40:59,922 - INFO - Checking compliance for bzip2...
2025-08-24 03:40:59,923 - INFO - Compliance check passed for bzip2
2025-08-24 03:40:59,924 - INFO - Checking compliance for c-ares...
2025-08-24 03:40:59,926 - INFO - Compliance check passed for c-ares
2025-08-24 03:40:59,926 - INFO - Checking compliance for c-blosc...
2025-08-24 03:40:59,928 - INFO - Compliance check passed for c-blosc
2025-08-24 03:40:59,928 - INFO - Checking compliance for c-blosc2...
2025-08-24 03:40:59,931 - INFO - Compliance check passed for c-blosc2
2025-08-24 03:40:59,931 - INFO - Checking compliance for cachetools...
2025-08-24 03:40:59,932 - WARNING - Missing Google copyright header: projects\cachetools\fuzz_cached.py
2025-08-24 03:40:59,933 - ERROR - Compliance check failed for cachetools
2025-08-24 03:40:59,934 - INFO - Checking compliance for caddy...
2025-08-24 03:40:59,935 - INFO - Compliance check passed for caddy
2025-08-24 03:40:59,935 - INFO - Checking compliance for caffeine...
2025-08-24 03:40:59,937 - INFO - Compliance check passed for caffeine
2025-08-24 03:40:59,938 - INFO - Checking compliance for cairo...
2025-08-24 03:40:59,940 - INFO - Compliance check passed for cairo
2025-08-24 03:40:59,940 - INFO - Checking compliance for calcite...
2025-08-24 03:40:59,949 - INFO - Compliance check passed for calcite
2025-08-24 03:40:59,949 - INFO - Checking compliance for calcite-avatica...
2025-08-24 03:40:59,952 - INFO - Compliance check passed for calcite-avatica
2025-08-24 03:40:59,952 - INFO - Checking compliance for canvg...
2025-08-24 03:40:59,953 - WARNING - Missing Google copyright header: projects\canvg\fuzz.js
2025-08-24 03:40:59,954 - ERROR - Compliance check failed for canvg
2025-08-24 03:40:59,954 - INFO - Checking compliance for capnproto...
2025-08-24 03:40:59,956 - INFO - Compliance check passed for capnproto
2025-08-24 03:40:59,956 - INFO - Checking compliance for capstone...
2025-08-24 03:40:59,958 - INFO - Compliance check passed for capstone
2025-08-24 03:40:59,958 - INFO - Checking compliance for cascadia...
2025-08-24 03:40:59,960 - INFO - Compliance check passed for cascadia
2025-08-24 03:40:59,961 - INFO - Checking compliance for casync...
2025-08-24 03:40:59,962 - INFO - Compliance check passed for casync
2025-08-24 03:40:59,963 - INFO - Checking compliance for catapult...
2025-08-24 03:40:59,965 - INFO - Compliance check passed for catapult
2025-08-24 03:40:59,965 - INFO - Checking compliance for cbor-java...
2025-08-24 03:40:59,967 - INFO - Compliance check passed for cbor-java
2025-08-24 03:40:59,967 - INFO - Checking compliance for cbor2...
2025-08-24 03:40:59,968 - WARNING - Missing Google copyright header: projects\cbor2\loads_fuzzer.py
2025-08-24 03:40:59,971 - ERROR - Compliance check failed for cbor2
2025-08-24 03:40:59,971 - INFO - Checking compliance for cctz...
2025-08-24 03:40:59,973 - INFO - Compliance check passed for cctz
2025-08-24 03:40:59,973 - INFO - Checking compliance for cel-cpp...
2025-08-24 03:40:59,975 - INFO - Compliance check passed for cel-cpp
2025-08-24 03:40:59,975 - INFO - Checking compliance for cel-go...
2025-08-24 03:40:59,977 - INFO - Compliance check passed for cel-go
2025-08-24 03:40:59,977 - INFO - Checking compliance for cert-manager...
2025-08-24 03:40:59,980 - INFO - Compliance check passed for cert-manager
2025-08-24 03:40:59,981 - INFO - Checking compliance for cfengine...
2025-08-24 03:40:59,982 - INFO - Compliance check passed for cfengine
2025-08-24 03:40:59,983 - INFO - Checking compliance for cffi...
2025-08-24 03:40:59,983 - WARNING - Missing Google copyright header: projects\cffi\fuzz_recompiler.py
2025-08-24 03:40:59,985 - ERROR - Compliance check failed for cffi
2025-08-24 03:40:59,985 - INFO - Checking compliance for cgif...
2025-08-24 03:40:59,987 - INFO - Compliance check passed for cgif
2025-08-24 03:40:59,987 - INFO - Checking compliance for cglib...
2025-08-24 03:40:59,989 - INFO - Compliance check passed for cglib
2025-08-24 03:40:59,989 - INFO - Checking compliance for chardet...
2025-08-24 03:40:59,991 - WARNING - Missing Google copyright header: projects\chardet\fuzz_detector.py
2025-08-24 03:40:59,997 - ERROR - Compliance check failed for chardet
2025-08-24 03:40:59,997 - INFO - Checking compliance for charset_normalizer...
2025-08-24 03:40:59,999 - WARNING - Missing Google copyright header: projects\charset_normalizer\fuzz_normalize.py
2025-08-24 03:40:59,999 - ERROR - Compliance check failed for charset_normalizer
2025-08-24 03:41:00,000 - INFO - Checking compliance for checker-framework...
2025-08-24 03:41:00,001 - INFO - Compliance check passed for checker-framework
2025-08-24 03:41:00,002 - INFO - Checking compliance for checkstyle...
2025-08-24 03:41:00,003 - INFO - Compliance check passed for checkstyle
2025-08-24 03:41:00,004 - INFO - Checking compliance for chrono...
2025-08-24 03:41:00,005 - INFO - Compliance check passed for chrono
2025-08-24 03:41:00,006 - INFO - Checking compliance for cifuzz-example...
2025-08-24 03:41:00,007 - INFO - Compliance check passed for cifuzz-example
2025-08-24 03:41:00,007 - INFO - Checking compliance for cilium...
2025-08-24 03:41:00,009 - INFO - Compliance check passed for cilium
2025-08-24 03:41:00,009 - INFO - Checking compliance for circl...
2025-08-24 03:41:00,010 - INFO - Compliance check passed for circl
2025-08-24 03:41:00,011 - INFO - Checking compliance for civetweb...
2025-08-24 03:41:00,013 - INFO - Compliance check passed for civetweb
2025-08-24 03:41:00,013 - INFO - Checking compliance for cjson...
2025-08-24 03:41:00,016 - INFO - Compliance check passed for cjson
2025-08-24 03:41:00,017 - INFO - Checking compliance for clamav...
2025-08-24 03:41:00,021 - INFO - Compliance check passed for clamav
2025-08-24 03:41:00,021 - INFO - Checking compliance for clib...
2025-08-24 03:41:00,023 - INFO - Compliance check passed for clib
2025-08-24 03:41:00,023 - INFO - Checking compliance for click...
2025-08-24 03:41:00,024 - WARNING - Missing Google copyright header: projects\click\fuzz_parser.py
2025-08-24 03:41:00,025 - ERROR - Compliance check failed for click
2025-08-24 03:41:00,025 - INFO - Checking compliance for clickhouse...
2025-08-24 03:41:00,028 - INFO - Compliance check passed for clickhouse
2025-08-24 03:41:00,028 - INFO - Checking compliance for clock...
2025-08-24 03:41:00,031 - INFO - Compliance check passed for clock
2025-08-24 03:41:00,031 - INFO - Checking compliance for closure-compiler...
2025-08-24 03:41:00,047 - INFO - Compliance check passed for closure-compiler
2025-08-24 03:41:00,047 - INFO - Checking compliance for closure-library...
2025-08-24 03:41:00,048 - WARNING - Missing Google copyright header: projects\closure-library\fuzz.js
2025-08-24 03:41:00,049 - ERROR - Compliance check failed for closure-library
2025-08-24 03:41:00,049 - INFO - Checking compliance for cloud-custodian...
2025-08-24 03:41:00,052 - WARNING - Missing Google copyright header: projects\cloud-custodian\fuzz_actions_parser.py
2025-08-24 03:41:00,053 - WARNING - Missing Google copyright header: projects\cloud-custodian\fuzz_actions_process.py
2025-08-24 03:41:00,053 - WARNING - Missing Google copyright header: projects\cloud-custodian\fuzz_actions_validate.py
2025-08-24 03:41:00,055 - WARNING - Missing Google copyright header: projects\cloud-custodian\fuzz_filters_parser.py
2025-08-24 03:41:00,055 - WARNING - Missing Google copyright header: projects\cloud-custodian\fuzz_filters_process.py
2025-08-24 03:41:00,056 - WARNING - Missing Google copyright header: projects\cloud-custodian\fuzz_filters_validate.py
2025-08-24 03:41:00,056 - WARNING - Missing Google copyright header: projects\cloud-custodian\fuzz_gcp_actions_validate_process.py
2025-08-24 03:41:00,057 - WARNING - Missing Google copyright header: projects\cloud-custodian\fuzz_gcp_filters_validate_process.py
2025-08-24 03:41:00,058 - WARNING - Missing Google copyright header: projects\cloud-custodian\fuzz_gcp_resources_process.py
2025-08-24 03:41:00,058 - WARNING - Missing Google copyright header: projects\cloud-custodian\fuzz_query_parser.py
2025-08-24 03:41:00,058 - WARNING - Missing Google copyright header: projects\cloud-custodian\fuzz_resources_parser.py
2025-08-24 03:41:00,059 - WARNING - Missing Google copyright header: projects\cloud-custodian\fuzz_resources_process.py
2025-08-24 03:41:00,059 - WARNING - Missing Google copyright header: projects\cloud-custodian\fuzz_resources_validate.py
2025-08-24 03:41:00,060 - ERROR - Compliance check failed for cloud-custodian
2025-08-24 03:41:00,061 - INFO - Checking compliance for cloud-hypervisor...
2025-08-24 03:41:00,061 - INFO - Compliance check passed for cloud-hypervisor
2025-08-24 03:41:00,062 - INFO - Checking compliance for cmake...
2025-08-24 03:41:00,062 - INFO - Compliance check passed for cmake
2025-08-24 03:41:00,063 - INFO - Checking compliance for cmark...
2025-08-24 03:41:00,064 - INFO - Compliance check passed for cmark
2025-08-24 03:41:00,065 - INFO - Checking compliance for cockroachdb...
2025-08-24 03:41:00,067 - INFO - Compliance check passed for cockroachdb
2025-08-24 03:41:00,067 - INFO - Checking compliance for compress...
2025-08-24 03:41:00,070 - INFO - Compliance check passed for compress
2025-08-24 03:41:00,070 - INFO - Checking compliance for config-validator...
2025-08-24 03:41:00,072 - INFO - Compliance check passed for config-validator
2025-08-24 03:41:00,072 - INFO - Checking compliance for configparser...
2025-08-24 03:41:00,073 - WARNING - Missing Google copyright header: projects\configparser\fuzz_dict.py
2025-08-24 03:41:00,073 - WARNING - Missing Google copyright header: projects\configparser\fuzz_read.py
2025-08-24 03:41:00,075 - ERROR - Compliance check failed for configparser
2025-08-24 03:41:00,075 - INFO - Checking compliance for connectedhomeip...
2025-08-24 03:41:00,077 - INFO - Compliance check passed for connectedhomeip
